"ID108129_02","ID108129_03","ID108129_04","IDPhos_01","IDPhos_02","IDPhos_03"
284.049,0,0,126.311,0,0
0,0,144.003,0,0,0
0,0,0,0,0,0
0,0,0,0,0,113.546
78.5064,0,0,0,0,0
0,0,155.625,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
105.873,145.232,0,0,0,0
0,120.842,203.227,0,0,0
0,0,0,0,0,0
0,0,105.318,0,0,0
0,0,0,0,0,0
0,0,0,0,85.1064,0
0,0,0,0,0,0
0,0,75.7817,0,0,0
0,0,106.584,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,126.109,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,156.054,0,0,0
0,0,0,0,0,0
0,96.5939,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,79.6667,0,0,0
0,0,0,0,0,0
0,0,0,0,67.6586,0
0,0,155.491,0,0,0
0,0,0,65.0602,0,0
0,248.439,232.26,0,0,0
0,0,97.7829,0,0,0
0,0,0,0,0,0
115.046,128.529,0,0,0,0
55.1936,0,0,0,0,0
0,69.1033,263.484,0,0,0
0,79.1369,0,0,0,0
0,111.997,0,0,0,0
0,0,169.054,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,66.4729
0,0,0,0,0,0
0,162.285,0,142.44,0,0
67.2383,341.635,0,0,0,0
0,0,216.901,0,0,0
0,130.524,474.071,0,0,0
0,0,64.7937,0,0,0
0,314.58,117.743,0,0,0
0,0,0,0,0,0
339.126,92.3645,89.9452,0,0,0
124.119,0,0,0,0,0
59.8037,184.678,0,0,0,0
0,0,0,0,0,0
0,67.3307,144.345,0,0,0
84.0226,311.27,0,0,0,0
122.455,0,409.226,0,0,0
0,0,189.934,0,0,116.533
0,195.969,0,0,0,0
0,309.264,0,0,62.4752,0
0,279.514,97.2031,75.454,0,0
80.8724,70.3633,278.227,0,0,0
0,0,157.99,0,0,0
0,437.654,335.486,0,0,0
0,119.356,0,0,189.19,0
0,63.584,163.812,0,0,0
77.3694,0,132.114,0,0,0
0,124.623,173.006,0,85.056,0
0,358.142,0,0,0,150.354
0,127.143,349.195,0,0,0
0,0,176.084,0,0,0
267.214,530.37,250.806,134.552,0,0
0,0,204.898,0,0,0
0,281.003,92.8181,116.81,0,0
81.7545,0,0,0,0,0
205.146,541.662,154.411,0,0,0
208.267,158.015,206.528,0,0,0
0,165.035,201.489,0,0,0
0,262.325,0,0,120.787,0
167.179,77.8231,523.005,0,0,0
90.5752,419.387,406.28,0,0,0
0,588.872,54.1838,0,0,0
170.817,379.79,163.03,0,0,0
0,97.7544,158.677,0,0,117.969
0,284.15,0,115.06,0,0
0,840.915,1081.45,0,0,0
157.889,413.091,324.196,0,0,0
159.939,308.092,579.666,0,0,252.093
239.114,0,87.0216,0,136.251,0
0,397.281,763.134,0,0,96.6236
85.4844,265.299,128.428,0,0,123.234
0,422.961,174.043,0,0,63.71
274.192,859.658,334.635,0,0,0
0,416.207,307.462,0,0,0
491.043,126.135,159.813,0,0,0
323.943,172.249,0,0,0,0
96.5377,63.6355,0,0,0,167.229
379.586,277.824,154.134,0,0,0
87.1349,0,238.243,0,0,0
109.451,330.95,511.249,0,0,0
121.599,927.198,222.355,0,0,0
258.318,223.313,83.3675,0,0,0
111.125,269.86,0,0,0,0
0,0,0,0,0,0
0,756.531,443.894,0,0,0
0,380.422,86.7807,0,0,0
0,81.1749,291.371,0,0,207.335
514.276,339.429,324.851,0,0,93.3726
0,245.566,198.363,0,0,209.754
261.897,97.7292,709.581,0,0,0
250.983,256.932,0,104.814,0,0
261.931,0,349.977,0,0,171.07
181.831,0,308.828,108.804,0,184.081
362.333,135.519,527.901,0,0,0
60.8222,388.006,751.315,0,0,58.3169
211.871,503.96,0,0,89.9593,82.0569
131.83,0,245.012,0,0,0
661.627,171.826,190.034,132.738,0,74.2443
327.396,0,362.88,0,77.4954,91.1296
516.017,0,127.337,230.042,0,234.83
326.06,0,0,0,0,0
0,106.326,285.158,0,266.371,217.769
510.291,239.694,743.261,0,0,0
129.666,346.063,157.265,0,0,88.4961
575.608,384.66,601.868,0,0,71.0186
173.716,588.519,341.358,0,0,69.1285
174.293,0,183.551,0,0,0
124.346,0,452.37,0,0,349.347
0,0,0,0,0,96.6697
0,0,0,0,0,0
0,0,106.811,0,0,182.284
90.3735,0,248.742,96.0944,0,0
0,0,0,0,0,0
0,0,169.525,0,0,0
0,0,0,0,0,0
0,96.3211,0,0,0,0
0,0,0,0,0,0
0,0,0,0,79.3351,0
0,0,0,0,0,0
0,0,0,0,0,0
0,172.708,0,0,0,0
0,0,0,0,0,149.724
0,0,0,0,0,0
0,0,0,0,0,0
