,Subj1_0h,Subj1_6h,Subj1_6h_LPS,Subj1_24h,Subj1_24h_LPS,Subj1_48h,Subj1_48h_LPS,Subj2_0h,Subj2_6h,Subj2_6h_LPS,Subj2_24h,Subj2_24h_LPS,Subj2_48h,Subj2_48h_LPS,Subj3_0h,Subj3_6h,Subj3_6h_LPS,Subj3_24h,Subj3_24h_LPS,Subj3_48h,Subj3_48h_LPS,Subj4_0h,Subj4_6h,Subj4_6h_LPS,Subj4_24h,Subj4_24h_LPS,Subj4_48h,Subj4_48h_LPS,SPQC_1,SPQC_2,SPQC_3
Subject,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,SPQC,SPQC,SPQC
Condition,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,SPQC,SPQC,SPQC
O00442,9053.294922,9793.433594,10169.71094,9530.814453,7939.4375,10813.00098,8357.698242,9754.580078,8857.399414,10434.72363,8635.160156,8400.59375,8158.250977,7687.313477,7872.561035,8563.668945,8372.617188,8705.058594,7367.753418,9371.083008,7820.535645,11805.03516,10797.08301,11919.22852,10557.60645,11701.05078,9819.757813,8770.335938,10456.26758,9448.727539,7397.642578
O00487,31844.92773,34636.52344,32354.53906,32473.38086,31011.92188,31795.52539,30575.06055,26916.52734,26633.63867,27933.20117,26977.4375,27137.70117,25574.61328,24845.66602,30775.41992,30821.62891,28525.61523,27295.30078,27245.44141,28503.20898,27712.01563,33946.04297,29885.17773,30665.59961,31672.95508,29850.18359,32521.05078,29227.78711,29994.58008,29720.53906,28112.0293
O00629,6829.568848,8832.8125,7338.559082,6815.691406,6572.358398,7559.444824,7177.369629,6468.062988,7803.852051,7463.299316,5742.219727,6768.138672,7509.609375,6432.416504,5924.881836,6393.005859,6012.221191,5650.444824,4816.675781,6433.129395,5803.062012,5985.839844,5135.359863,5543.52002,5644.883789,6128.141602,4734.817871,5170.587891,5917.944824,6840.716309,6987.080566
O00743,601.5241699,662.8726807,577.5968628,443.4667969,739.9058228,862.9318848,746.253479,1801.201172,1129.650757,1552.762451,1505.218018,1650.228271,1738.597168,2217.604004,1186.606445,1164.037842,2133.965332,1572.545898,1568.749878,1297.451294,1709.963745,874.428833,2159.530518,1522.388916,1717.028442,1400.772339,1301.025635,790.6983032,891.6643677,1044.624146,1809.000854
O14602;P47813,1415.127808,546.8302612,1651.814941,869.5180664,1622.057007,952.2052612,1765.246094,693.3998413,NA,888.5956421,3194.235107,NA,679.7131348,295.4591675,779.8659058,NA,NA,800.843689,NA,NA,NA,1990.901001,1650.911255,1907.26355,1677.161621,2128.254639,1727.917114,1489.222656,NA,2779.240723,NA
O14618,164332.8906,168720.5469,162583.1563,169173.9219,162829.1875,178022.3438,168253.4219,200262.8281,196630.7813,190186.3594,194464.7656,199244.3594,194314.0469,201297.7344,203902.8594,207209.375,206602.2813,209542.375,207997.6719,200747.5313,197926.7188,204825.4375,204604.625,194240.9688,202279.8906,211347.4219,211772.4531,205974.0469,188641.8125,189615.375,185648.7969
O14737,11133.38281,11193.03223,10655.83398,10111.83203,10824.16406,9956.748047,9740.798828,9362.554688,9073.241211,9236.507813,9461.128906,9260.916992,9177.521484,9309.114258,9472.708984,9277.249023,9826.779297,8069.270508,9356.836914,8761.201172,9828.396484,10087.32617,9876.28125,9619.467773,10661.42871,10528.58594,10880.70801,9984.421875,9991.550781,10267.3584,10530.3916
O14744,13795.38477,13943.82715,13946.83301,13430.93457,14531.51563,15659.91602,15176.97949,14208.65332,13768.7334,12794.36816,13980.48535,14306.4834,13832.54785,14338.70703,12055.04004,12700.48926,12724.45215,13397.54102,13054.75586,13138.57422,13479.44922,12357.16699,12156.86133,10814.14941,12311.19531,11779.65137,13513.625,11295.49609,13895.62891,13499.90234,14343.48828
O14745,180.5468445,1188.13855,2553.791016,2574.226563,2320.755371,662.0039063,2428.944336,2488.158936,3355.362793,2857.164795,2866.666504,3013.133545,2475.817139,2497.046387,1890.565308,1695.837036,1998.585449,1139.851685,2167.466309,NA,1254.591431,2918.989258,4605.733887,3670.724121,2761.246826,3925.300537,3125.963135,2690.261719,1639.890625,2488.883057,2923.612549
O14791,325831.9375,314239.25,287377.5,304661.8125,316247.6563,298078.625,315636.5,238382.1406,256089.375,230424.1563,242199,251758.8594,236627.0156,243725.75,232130,221875.9219,219178.6094,226914.0156,237731.2031,259417.3594,263075.6875,281164,280348.0625,302333.75,294963.5625,284217.75,283558.625,320592.9063,254246.4531,269658.5,266459.5625
O14818,167643.7344,163962.4063,163250.625,158770.4844,161087.5938,155914.25,163091,151281.375,146902.1719,146414.1094,146768.6719,150877.9063,148379.1563,142840,179077.5313,177068.6719,175450.2656,176208.0781,177058.7344,170387.125,166129.1875,166909.4375,161126.1094,156724.1406,157762.2344,166025.5,168637.0938,159387.2031,161763.875,162262.3594,162560.6406
O14950;P19105,30304.32813,45141.32031,43473.91016,41286.25,37367.55469,35510.80078,36353.50391,41087.31641,59429.76953,54218.51563,50523.64453,52308.10547,38762.83984,44940.64844,29316.01367,37621.97266,40514.91016,35616.48828,35775.95703,33507.65234,35589.26563,40058.01953,53248.24609,57261.17578,48531.73438,51189.53906,43695.76563,50971.70313,42246.75781,45575.08984,45618.32031
O14964,9090.037109,9608.182617,9972.057617,9987.761719,11003.94629,9357.033203,10329.36328,9234.171875,6837.322754,8975.053711,8771.720703,9268.728516,8661.010742,7200.339844,8921.18457,8411.119141,8811.989258,8837.03125,8623.095703,7130.489258,5830.699219,9171.27832,8130.315918,7777.046387,8513.146484,8821.924805,8471.930664,8316.371094,8957.316406,9065.720703,8354.746094
O14979,2575.878174,1389.409424,3248.894775,2287.733643,2735.497559,2523.092041,2530.633057,3389.55542,1592.542358,3997.306152,3551.713623,3528.588379,3255.042236,3795.948242,2854.15918,3057.999268,3529.970703,3150.03125,3144.102051,2818.334473,2800.309082,3004.744141,3329.09375,3349.345459,3453.125488,3562.27832,4002.918457,3254.836426,3548.9729,3067.016357,2983.401367
O14980,21846.77539,23808.01367,21603.94336,22230.86914,21156.58008,21222.63672,22340.66992,21952.08203,25327.04688,20946.69727,18896.78516,19951.33594,21943.64844,19434.01953,22374.47852,22106.2168,23786.04688,22446.63086,21354.10547,23101.74805,20207.86133,22682.58594,20724.13867,21626.38086,21795.16602,19365.6875,22421.9043,18354.51953,21419.21875,20730.73242,20696.32227
O15067,40576.44531,41930.53125,41117.86719,41114.05469,41114.05078,42902.63672,40869.44531,40825.89844,42905.5625,38767.01953,40650.99219,40532.19922,40531.96094,41198.66406,40577.41797,41841.40625,42198.4375,40605.33984,41930.73047,39039.20703,38697.99609,38922.21875,38835.125,37625.39453,37770.35156,38069.20703,39265.73828,37377.32813,38821.76953,37352.40625,40968.71484
O15144,1705.748535,3524.09375,2631.318359,1808.719482,1503.37793,2399.08374,2558.256592,4384.845215,6229.853027,5644.92334,4513.216309,5540.594727,1796.258911,3192.619385,2754.919922,1779.121704,2735.855469,2817.214111,1797.342896,2199.68457,2478.784424,1812.579834,3578.284424,1756.800781,4809.994629,4633.526367,3229.683838,4321.050781,4003.752441,2819.081787,4319.412109
O15145,21195.87695,26052.95313,24060.00977,20515.4043,22042.27734,18754.05469,23950.45313,24337.99609,28189.53125,26072.18164,25464.17383,26227.1875,24534.43945,25817.50586,16446.73047,22056.80859,21286.04102,17310.71289,17339.14453,18640.91016,20977.03125,21280.81055,28308.54688,29871.15234,25076.37891,28133.17969,23371.94336,27632.88867,24603.64063,25039.88477,23566.43945
O15212,7301.129395,5462.111816,12158.36035,10740.39355,11339.34863,10594.94922,11255.49512,5241.824707,4968.096191,4119.240234,4341.20459,1652.153442,3118.27002,4164.805176,6869.611816,6223.287109,6103.777832,5904.688965,3113.554932,5651.783203,4060.62793,10829.47363,9844.930664,11140.85254,9271.314453,8414.113281,7005.276855,7489.200684,1028.087769,8019.92041,5060.528809
O15347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.426450133,0.76720196,1,0.796124995,0.224890679,2.381354809,1.30502224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O15400,13578.08887,15381.32617,11110.88184,13200.40625,13689.58594,12755.73047,12331.43359,14687.50488,18695.63672,16926.29297,17393.30273,17004.75586,16942.95117,16619.61719,16240.75977,17331.23242,16892.35938,18627.50195,18549.74414,15821.28711,18021.64844,21378.66211,22831.06836,20574.61328,21456.81641,22145.47266,23588.14844,21334.38672,16623.23828,17153.57422,17219.75195
O15498,14122.03906,12913.81738,12968.5127,13137.13672,11779.94824,13423.76953,11481.91602,10674.46289,14708.60254,15194.78418,13001.43457,13350.49219,11843.31152,12850.44043,16066.31152,17193.79297,15733.64551,13725.91602,13092.80078,13207.71191,17121.47266,13075.25,11965.06543,13317.05664,14065.66797,16090.44727,13852.20703,10397.05078,14638.12012,13907.27246,13485.9248
O15511,17508.27734,21230.01172,20419.84375,19829.74805,21522.37695,18261.47656,18300.15625,25339.76172,34710.81641,31715.94727,34152.42188,31550.52734,25350.48633,29379.90234,15345.53418,22063.91797,22343.58789,21859.01563,20077.14063,17531.72852,18726.30664,25616.06836,29491.48633,33274.6875,25316.41211,29080.9043,27808.51172,29302.69141,24839.80273,24353.03711,25402.21875
O43242,24715.85742,29464.95508,25712.10352,23083.75,21784.22852,24293.73047,24658.26758,20671.19727,25924.16602,19862.24414,20122.04883,19649.12891,19192.18555,19631.17188,21081.58008,20741.39648,22908.95898,21267.57227,22854.86328,20703.98438,21642.59961,25381.55664,26377.08398,24703.28125,23254.52539,22434.81445,24489.79102,21906.56055,23663.95313,22405.14453,23601.89453
O43396,89150.39063,86484.46094,85087.28125,81262.60156,84674.66406,82364.84375,84254.72656,84566.09375,83989.79688,83515.09375,84960.89844,84326.69531,80157.72656,76281.89844,71757.74219,68899.07031,70661.08594,67639.96875,68348.10156,62933.36719,67709.0625,90566.73438,88169.00781,88491.10938,88779.97656,83623.17188,90230.55469,85197.07031,79220.35938,81009.0625,78593.60156
O43488,60569.29297,65304.56641,60878.90234,57796.86328,56129.60156,56188.33203,58944.27734,63597.21875,61323.17969,59530.10547,60145.54688,62072.58594,62557.03516,56023.35547,66668.5,63641.32422,66823.00781,66132.4375,65778.46875,65244.79688,63039.42578,57198.35156,53394.05469,55269.98828,56301.6875,55572.70703,56985.68359,54401.44922,57000.19531,58387.33203,60933.75781
O43542,NA,2.183590889,NA,0.712724447,NA,NA,NA,NA,1.089990854,3.394387484,NA,NA,NA,NA,0.859087527,NA,NA,1.245873809,NA,NA,0.910009146,NA,1.482072115,0.273864478,NA,NA,NA,NA,NA,NA,0.759939253
O43583,6525.883301,5167.864746,6180.894043,5888.625977,5956.056152,5773.050293,5815.626465,6417.40332,7249.240234,6468.103027,6204.967285,5890.140625,5837.870605,5869.760742,6137.96875,6355.694824,5929.332031,4593.790527,4881.445801,5486.103027,5718.910156,7052.302734,6667.726563,6075.742676,6607.577637,7221.375,6610.962891,5414.92334,6378.683594,6414.521484,6218.171387
O43598,14524.63672,11831.56641,13470.8584,13649.70703,14855.88965,16057.3252,11184.41211,20527.64453,14436.70996,19753.28516,18925.93945,19258.48633,18147.76563,20953.57031,16872.22461,18160.04883,16807.92383,18259.73047,18802.01172,16579.26367,17942.64453,18569.99023,18891.99805,16906.125,14641.17383,17609.84961,17585.49219,16303.76465,17232.39844,17962.46875,18157.92188
O43633,20655.33984,22680.72852,22633.08398,22471.73242,22098.95703,19607.92578,21844.70117,13110.58105,15633.57129,15530.7002,13797.47363,13774.92969,13745.9502,12960.70605,19089.21289,18847.29883,19052.1543,20077.83984,18824.01367,18801.30469,16891.40234,29544.51563,26959.11133,27581.26172,28199.49023,29438.93164,30181.48047,26613.75586,19261.59766,21279.40039,19909.98047
O43665,9821.00293,10389.76953,8433.576172,9495.873047,10162.0957,10000.63574,11381.1709,13157.52148,12850.75391,13217.38574,12696.11523,14135.52246,14608.99316,14069.76367,9689.269531,9718.633789,10302.80176,10286.91797,10938.04004,10082.03125,11642.69434,10675.55078,9049.759766,11683.57422,8496.179688,13136.69824,11188.63867,10632.80664,10455.58301,13356.52539,10045.88477
O43681,49843.05859,52820.42578,46030.24609,49615.77734,46655.39844,46068.46094,44425.65625,49062.48047,55268.04688,46369.00391,46841.39453,50349.39844,43479.53516,47264.42578,50894.98047,54200,51345.70703,50621.85547,50848.85156,43372.44922,43628.85547,46480.30469,47360.55859,44358.74219,43072.24219,44358.17188,44143.47656,39722.12891,45830.07422,45836.86328,45611.73438
O43707,3007.459961,2039.581299,3170.504883,3132.717041,3063.062988,3231.988037,2881.727539,3609.085449,5836.85791,5056.004395,3759.847168,4327.631836,3179.964844,4685.885742,2908.922852,3253.002197,3548.577881,3571.306152,3315.812256,2982.310547,3137.744385,3783.174072,4949.635254,5869.733398,4256.865723,4896.436035,3711.720947,4785.04248,3896.281982,4104.037598,4614.297852
O43765,17955.30859,18562.75977,17830.43945,16280.37988,17555.57227,15558.72461,16165.30176,17278.82813,19172.53516,16969.53125,17293.26953,17810.57617,16852.47852,15808.6582,14991.79297,19415.36328,17483.98438,18257.99414,18797.14648,18904.71094,16997.70508,20358.52344,19134.01758,19528.36523,16634.36914,16821.96094,14554.82324,14831.08203,14585.7666,16426.17578,19425.29492
O43813,45844.07031,46398.98438,44872.65625,47864.0625,46041.63672,45907.22266,48458.89063,43863.14453,45888.59375,44540.10938,41865.17188,43164.625,38427.08984,45525.67578,51770.99609,46102.52734,44521.83203,46165.44531,46228.16406,43474.24609,43776.73438,50793.07422,47794.04688,46737.49609,46550.73828,49523.60156,52642.88672,42989.39453,46114.28906,46129.97266,48201.44922
O43866,221897.9219,18807.8125,227778.0469,233643.8594,271179.625,275280.4375,257085.9844,286532,15583.83691,271666.9375,297508.0938,284370.4063,289982.25,320342.0625,171037,181484.125,167431.4063,166324.875,185094.6094,236615.0781,220242.625,111995.3516,115453.5313,129510.8047,125093.2109,108070.7891,112210.9453,149222.2031,204244.5469,194442.125,190280.0156
O60234,7781.999512,8508.774414,8502.381836,8183.500488,8000.194824,8150.030762,7997.986328,9131.69043,9761.136719,9575.957031,9351.024414,8471.428711,8327.556641,8720.107422,9156.276367,8591.826172,8341.80957,8906.520508,9132.844727,7731.288086,8280.884766,8582.067383,9000.123047,8429.415039,8274.875,9310.060547,8255.975586,8337.972656,8064.369629,8310.141602,8087.902344
O60256,51326.76172,52616.53125,52806.38672,52177.65234,51799.21875,50617.52734,52146.42969,53039.08984,55044.64844,53644.26953,51700.15234,53546.09375,54213.58594,51430.09375,55268.94141,55656.76172,58918.36719,57060.22266,54021.02734,56465.24609,54531.18359,58483.07031,56276.96875,55831.96484,55062.53516,58811.40625,58000.48047,52746.18359,53715.95313,55152.54297,52960.9375
O60506,4755.168945,6133.900391,5906.483887,4727.914551,5637.481445,4628.802246,5769.343262,5309.126953,5175.951172,4112.778809,4599.503906,5457.848145,4448.964844,4281.094238,4292.425781,3566.240723,4037.352783,4599.744629,4494.489746,4301.586914,3494.825195,6140.466797,6043.619141,6213.208008,6787.13916,6662.86377,6340.057129,6148.14209,5983.028809,6285.908203,5510.913086
O60610,16440.96875,18218.55078,16290.29395,16595.9043,16693.86914,15037.11816,14750.75293,16808.35156,19711.17969,17354.83398,17049.12695,17028.57422,16443.58789,16733.21875,16888.35938,15808.26465,16657.83594,16413.63281,16658.17969,15023.67285,15274.84961,15168.51563,16556.78906,16952.88672,14972.96582,15231.78516,15758.50684,15259.40234,14258.57715,16407.72461,15845.29297
O60664,16301.10352,17192.03516,17211.13867,16913.31055,16080.07617,16497.38867,16357.9541,14607.5791,16204.69727,15549.83398,14060.84961,16748.32227,15868.53027,15898.23438,17180.21289,18109.88477,16622.90039,18207.42773,19541.01563,18257.20703,18448.77148,17771.59766,17519.28711,18642.47461,17588.61914,17299.44727,19313.29688,17053.58594,17256.79492,16996.18555,15966.41992
O60684,8703.938477,7908.500977,8856.256836,7558.01416,8253.632813,8634.234375,7126.536133,9087.624023,8922.430664,8195.262695,6275.168457,8901.956055,8472.950195,7667.016113,7592.760742,8495.760742,7729.503418,7016.613281,6523.782227,6828.604492,5647.554688,9133.852539,7273.472656,8082.416016,7770.24707,7277.312988,7300.163086,8719.178711,7995.054688,8709.15625,7720.060059
O60749,3881.839111,4756.760254,4690.748535,3753.377441,3934.036621,3664.883545,3673.285889,3650.359863,3466.500244,3062.331543,3148.862305,3573.993652,2855.125244,2749.795898,3238.421631,3489.417725,3495.313232,2980.051758,3501.12915,3641.160156,2905.997559,2802.306152,3634.82373,3169.174805,3232.14209,3715.098145,3727.506836,3568.738037,3152.208496,3198.62793,2962.72168
O60763,396.1657715,623.8255615,543.9449463,557.7186279,327.6368713,260.1751709,382.214325,675.0953369,820.4299927,604.1342773,869.2877197,536.4477539,631.2996826,441.8500366,1103.322754,663.4086304,625.3157349,909.880127,721.7952271,903.6450195,623.9504395,755.7244263,756.2189331,621.2893066,752.6688232,604.4937744,763.7138672,347.1908264,484.3078308,657.0159302,350.8643188
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,140461.25,150208.6406,142122.125,156957.8125,140240.0625,133826.3906,147180.4844,233013.5,275243.1563,234979.875,272933.6875,248918.7188,245103.25,258701.8594,121495.3672,142066.2656,139444.9219,155240.3281,146316.4688,151743.1406,145623.375,222868.7656,224200.7188,223019.1406,224865.2969,226452.875,220655.9219,218352.3281,191973.0781,198588.1406,187291.4531
O60884,1544.462402,NA,1801.228027,2157.549072,1769.828613,2207.262695,2127.987793,1869.430054,NA,1637.109009,1694.877441,2254.231934,2843.393311,1409.967285,1629.987427,2088.005615,2291.623047,1883.108887,1602.837158,1077.692993,1505.610107,2580.205566,1612.793091,2177.229248,1940.087036,2326.564453,2790.594482,1994.635986,2195.306885,1822.207764,1962.869141
O60888,41188.44531,42976.89844,41220.25781,37288.17578,40523.27734,28228.36719,41461.96484,38074.01563,29603.5625,37680.23438,41171.05469,41482.47656,34788.5625,42010.92578,38416.91797,30445.13086,32663.49023,39037.54688,33611.46484,40449.08203,37631.19922,40600.51563,44791.33203,38375.91406,38497.64844,46622.12109,52196.91797,47069.07422,41291.27344,34190.58984,41404.50781
O60925,553.777832,674.3657227,556.1499634,574.9448853,727.211853,812.3486938,665.8579712,NA,78.23226929,221.2655182,200.3943024,277.7775879,254.1692047,NA,187.2522278,179.458847,460.4384155,131.9349976,240.5044098,NA,199.0524445,293.1738892,311.3354492,420.2040405,587.8208618,426.6669922,1016.545288,334.1691284,149.4358521,465.8670654,262.9367065
O75015;P08637,4901.365234,5897.234375,3978.85791,3477.821777,4348.924316,5064.088867,4578.937988,4488.308105,5405.430664,5745.468262,6051.614258,4011.992432,7107.273926,5673.121582,3809.248291,2436.688965,3001.520264,3624.151367,2819.551025,5192.96582,4384.987305,3937.616455,4738.425293,4367.51123,3099.373291,3687.488281,4008.227295,3529.520996,2736.764893,4159.483887,3757.900146
O75083,27869.10547,38108.25391,30916.21484,32776.26563,32386.37695,36622.05469,33668.64844,35134.96484,47683.54688,41134.5625,39773.26563,42390.16016,41085.0625,45590.05078,38571.85938,42158,44318.125,43871.20703,40000.03516,44464.75781,44132.51172,33644.66797,38628.10156,38350.125,35471.31641,37644.70703,37832.28516,37210.61328,36183.57422,38054.10156,38120.53906
O75131,11081.22949,11650.04688,11192.18457,10803.62402,9998.855469,10969.91406,9821.316406,12583.71094,14196.90332,11307.09473,11645.37109,13434.40137,12592.53223,13240.17871,12511.58691,14322.63086,12883.69043,13956.48242,13541.41016,12479.06836,11898.05762,13921.51855,13792.3291,11346.10254,10531.30859,13499.92188,13387.23828,12443.19043,12385.55078,12233.14746,12741.06445
